train_code,train_number,normalized_train_number,corridor_type,route_code,service_type,line_group,direction,from_station,to_station,car_composition,ac_service,source_note
99712,UBR 12,UBR12,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99713,UBR 13,UBR13,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99714,UBR 14,UBR14,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99715,UBR 15,UBR15,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99716,UBR 16,UBR16,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99717,UBR 17,UBR17,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99718,UBR 18,UBR18,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99719,UBR 19,UBR19,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99720,UBR 20,UBR20,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99721,UBR 21,UBR21,0,PORT,SLOW,PORT,DN,BEPR,URAN,12_CAR,NON_AC,verified missing Uran service from trains table
99722,UBR 22,UBR22,0,PORT,SLOW,PORT,UP,URAN,BEPR,12_CAR,NON_AC,verified missing Uran service from trains table
99723,UBR 23,UBR23,0,PORT,SLOW,PORT,DN,BEPR,URAN,12_CAR,NON_AC,verified missing Uran service from trains table
99724,UBR 24,UBR24,0,PORT,SLOW,PORT,UP,URAN,BEPR,12_CAR,NON_AC,verified missing Uran service from trains table
99725,UBR 25,UBR25,0,PORT,SLOW,PORT,DN,BEPR,URAN,12_CAR,NON_AC,verified missing Uran service from trains table
99726,UBR 26,UBR26,0,PORT,SLOW,PORT,UP,URAN,BEPR,12_CAR,NON_AC,verified missing Uran service from trains table
