train_code,train_number,normalized_train_number,corridor_type,route_code,service_type,line_group,direction,from_station,to_station,car_composition,ac_service,source_note
99243,TNU 43,TNU43,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99244,TNU 44,TNU44,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99245,TNU 45,TNU45,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99246,TNU 46,TNU46,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99247,TNU 47,TNU47,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99248,TNU 48,TNU48,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99249,TNU 49,TNU49,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99250,TNU 50,TNU50,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99251,TNU 51,TNU51,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99252,TNU 52,TNU52,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99253,TNU 53,TNU53,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99254,TNU 54,TNU54,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99255,TNU 55,TNU55,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99256,TNU 56,TNU56,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99257,TNU 57,TNU57,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99258,TNU 58,TNU58,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99259,TNU 59,TNU59,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99260,TNU 60,TNU60,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99261,TNU 61,TNU61,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99262,TNU 62,TNU62,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99263,TNU 63,TNU63,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99264,TNU 64,TNU64,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99265,TNU 65,TNU65,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99266,TNU 66,TNU66,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99267,TNU 67,TNU67,0,THB_NEU,SLOW,TRANS_HARBOUR,DN,TNA,NEU_THB,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99268,TNU 68,TNU68,0,THB_NEU,SLOW,TRANS_HARBOUR,UP,NEU_THB,TNA,12_CAR,NON_AC,Trans-Harbour to NEU_THB
99401,TV 1,TV1,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99402,TV 2,TV2,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99403,TV 3,TV3,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99404,TV 4,TV4,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99405,TV 5,TV5,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99406,TV 6,TV6,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99407,TV 7,TV7,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99408,TV 8,TV8,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99409,TV 9,TV9,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99410,TV 10,TV10,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99411,TV 11,TV11,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99412,TV 12,TV12,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99413,TV 13,TV13,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99414,TV 14,TV14,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99415,TV 15,TV15,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99416,TV 16,TV16,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99417,TV 17,TV17,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99418,TV 18,TV18,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99419,TV 19,TV19,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99420,TV 20,TV20,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99421,TV 21,TV21,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99422,TV 22,TV22,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99423,TV 23,TV23,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99424,TV 24,TV24,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99425,TV 25,TV25,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99426,TV 26,TV26,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99427,TV 27,TV27,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99428,TV 28,TV28,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99429,TV 29,TV29,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99430,TV 30,TV30,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99431,TV 31,TV31,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99432,TV 32,TV32,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99433,TV 33,TV33,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99434,TV 34,TV34,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99435,TV 35,TV35,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99436,TV 36,TV36,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99437,TV 37,TV37,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99438,TV 38,TV38,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99439,TV 39,TV39,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99440,TV 40,TV40,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99441,TV 41,TV41,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99442,TV 42,TV42,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99443,TV 43,TV43,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99444,TV 44,TV44,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99445,TV 45,TV45,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99446,TV 46,TV46,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99447,TV 47,TV47,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99448,TV 48,TV48,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99449,TV 49,TV49,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99450,TV 50,TV50,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99451,TV 51,TV51,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99452,TV 52,TV52,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99453,TV 53,TV53,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99454,TV 54,TV54,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99455,TV 55,TV55,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99456,TV 56,TV56,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99457,TV 57,TV57,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99458,TV 58,TV58,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99459,TV 59,TV59,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99460,TV 60,TV60,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99461,TV 61,TV61,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99462,TV 62,TV62,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99463,TV 63,TV63,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99464,TV 64,TV64,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99465,TV 65,TV65,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99466,TV 66,TV66,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99467,TV 67,TV67,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99468,TV 68,TV68,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99469,TV 69,TV69,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99470,TV 70,TV70,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99471,TV 71,TV71,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99472,TV 72,TV72,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99473,TV 73,TV73,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99474,TV 74,TV74,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99475,TV 75,TV75,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99476,TV 76,TV76,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99477,TV 77,TV77,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99478,TV 78,TV78,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99479,TV 79,TV79,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99480,TV 80,TV80,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99481,TV 81,TV81,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99482,TV 82,TV82,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99483,TV 83,TV83,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99484,TV 84,TV84,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99485,TV 85,TV85,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99486,TV 86,TV86,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99487,TV 87,TV87,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99488,TV 88,TV88,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99489,TV 89,TV89,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99490,TV 90,TV90,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99491,TV 91,TV91,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99492,TV 92,TV92,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99493,TV 93,TV93,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99494,TV 94,TV94,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99495,TV 95,TV95,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99496,TV 96,TV96,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99497,TV 97,TV97,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99498,TV 98,TV98,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99499,TV 99,TV99,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99500,TV 100,TV100,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99501,TV 101,TV101,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99502,TV 102,TV102,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99503,TV 103,TV103,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99504,TV 104,TV104,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99505,TV 105,TV105,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99506,TV 106,TV106,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99507,TV 107,TV107,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99508,TV 108,TV108,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99509,TV 109,TV109,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99510,TV 110,TV110,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99511,TV 111,TV111,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99512,TV 112,TV112,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99513,TV 113,TV113,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99514,TV 114,TV114,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99515,TV 115,TV115,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99516,TV 116,TV116,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99517,TV 117,TV117,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99518,TV 118,TV118,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99519,TV 119,TV119,0,THB_VSH,SLOW,TRANS_HARBOUR,DN,TNA,VSH_THB,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99520,TV 120,TV120,0,THB_VSH,SLOW,TRANS_HARBOUR,UP,VSH_THB,TNA,12_CAR,NON_AC,Trans-Harbour to VSH_THB
99601,UNU 1,UNU1,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99602,UNU 2,UNU2,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99603,UNU 3,UNU3,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99604,UNU 4,UNU4,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99605,UNU 5,UNU5,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99606,UNU 6,UNU6,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99607,UNU 7,UNU7,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99608,UNU 8,UNU8,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99609,UNU 9,UNU9,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99610,UNU 10,UNU10,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99611,UNU 11,UNU11,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99612,UNU 12,UNU12,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99613,UNU 13,UNU13,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99614,UNU 14,UNU14,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99615,UNU 15,UNU15,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99616,UNU 16,UNU16,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99617,UNU 17,UNU17,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99618,UNU 18,UNU18,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99619,UNU 19,UNU19,0,PORT,SLOW,PORT,DN,URAN,NEU,12_CAR,NON_AC,Port Line to NEU
99620,UNU 20,UNU20,0,PORT,SLOW,PORT,UP,NEU,URAN,12_CAR,NON_AC,Port Line to NEU
99621,UNU 21,UNU21,0,PORT,SLOW,PORT,DN,NEU,URAN,12_CAR,NON_AC,verified missing Uran service from trains table
99622,UNU 22,UNU22,0,PORT,SLOW,PORT,UP,URAN,NEU,12_CAR,NON_AC,verified missing Uran service from trains table
99623,UNU 23,UNU23,0,PORT,SLOW,PORT,DN,NEU,URAN,12_CAR,NON_AC,verified missing Uran service from trains table
99624,UNU 24,UNU24,0,PORT,SLOW,PORT,UP,URAN,NEU,12_CAR,NON_AC,verified missing Uran service from trains table
99701,UBR 1,UBR1,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99702,UBR 2,UBR2,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99703,UBR 3,UBR3,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99704,UBR 4,UBR4,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99705,UBR 5,UBR5,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99706,UBR 6,UBR6,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99707,UBR 7,UBR7,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99708,UBR 8,UBR8,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99709,UBR 9,UBR9,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
99710,UBR 10,UBR10,0,PORT,SLOW,PORT,UP,BEPR,URAN,12_CAR,NON_AC,Port Line to BEPR
99711,UBR 11,UBR11,0,PORT,SLOW,PORT,DN,URAN,BEPR,12_CAR,NON_AC,Port Line to BEPR
