detailId,detailNumber,line,signOnTime,signOnPlace,signOffTime,signOffPlace,totalDutyHours,totalWheelMovement,totalPiloting,createdAt
ML89A-689,689,mainline,15:43,KYN,23:45,KYN,8:02,3:44,0:18,2025-07-23T05:38:16.053Z
ML89A-690,690,mainline,5:45,KYN,11:45,KYN,6:00,0:00,0:00,2025-07-23T05:38:16.053Z
ML89A-691,691,mainline,8:00,KYN,15:02,KYN,7:02,2:53,0:11,2025-07-23T05:38:16.053Z
ML89A-692,692,mainline,10:15,KYN,16:53,KYN,6:38,2:50,0:10,2025-07-23T05:38:16.053Z
ML89A-693,693,mainline,16:52,KYN,22:41,KYN,5:49,2:47,0:15,2025-07-23T05:38:16.053Z
ML89A-694,694,mainline,4:45,KYN,9:58,KYN,5:13,2:40,0:15,2025-07-23T05:38:16.053Z
ML89A-695,695,mainline,8:36,KYN,16:02,KYN,7:26,3:31,0:35,2025-07-23T05:38:16.053Z
ML89A-696,696,mainline,12:18,KYN,20:09,KYN,7:51,2:31,0:45,2025-07-23T05:38:16.053Z
ML89A-697,697,mainline,15:49,KYN,23:42,CSMT,7:53,4:05,0:00,2025-07-23T05:38:16.053Z
ML89A-698,698,mainline,5:44,KYN,7:58,KYN,2:14,1:28,0:00,2025-07-23T05:38:16.053Z
ML89A-699,699,mainline,0:10,KYN,6:24,KYN,6:14,1:17,1:10,2025-07-23T05:38:16.053Z
ML89A-700,700,mainline,22:31,KYN,6:00,KYN,7:29,2:32,0:00,2025-07-23T05:38:16.053Z
ML89A-701,701,mainline,13:01,KYN,20:41,KYN,7:40,3:01,1:03,2025-07-23T05:38:16.053Z
ML89A-702,702,mainline,17:15,KYN,0:13,CSMT,6:58,4:01,0:00,2025-07-23T05:38:16.053Z
ML89A-703,703,mainline,6:18,CSMT,9:17,KYN,2:59,1:54,0:00,2025-07-23T05:38:16.053Z
ML89A-704,704,mainline,7:18,KYN,14:58,KYN,7:40,3:16,0:00,2025-07-23T05:38:16.053Z
ML89A-705,705,mainline,13:02,KYN,20:29,KYN,7:27,4:44,0:00,2025-07-23T05:38:16.053Z
ML89A-706,706,mainline,14:50,KYN,21:46,THK,6:56,2:42,0:00,2025-07-23T05:38:16.053Z
ML89A-707,707,mainline,4:35,THK,7:06,KYN,2:31,1:20,0:00,2025-07-23T05:38:16.053Z
ML89A-708,708,mainline,6:33,KYN,13:47,KYN,7:14,4:42,0:00,2025-07-23T05:38:16.053Z
ML89A-709,709,mainline,9:43,KYN,16:32,KYN,6:49,2:53,0:15,2025-07-23T05:38:16.053Z
ML89A-710,710,mainline,18:11,KYN,0:07,KYN,5:56,3:15,0:00,2025-07-23T05:38:16.053Z
ML89A-711,711,mainline,6:16,KYN,11:26,KYN,5:10,2:13,0:21,2025-07-23T05:38:16.053Z
ML89A-712,712,mainline,7:30,KYN,15:30,KYN,8:00,0:00,0:00,2025-07-23T05:38:16.053Z
ML89A-713,713,mainline,8:00,KYN,15:21,KYN,7:21,2:31,0:50,2025-07-23T05:38:16.053Z
ML89A-714,714,mainline,19:13,KYN,0:17,CSMT,5:04,3:08,0:00,2025-07-23T05:38:16.053Z
ML89A-715,715,mainline,7:12,CSMT,11:44,KYN,4:32,2:04,0:34,2025-07-23T05:38:16.053Z
ML89A-716,716,mainline,11:59,KYN,19:23,KYN,7:24,2:58,0:18,2025-07-23T05:38:16.053Z
ML89A-717,717,mainline,16:28,KYN,22:03,CSMT,5:35,2:56,0:00,2025-07-23T05:38:16.053Z
ML89A-718,718,mainline,4:58,CSMT,8:15,KYN,3:17,1:43,0:15,2025-07-23T05:38:16.053Z
ML89A-719,719,mainline,0:30,KYN,7:20,KYN,6:50,1:00,0:00,2025-07-23T05:38:16.053Z
ML89A-720,720,mainline,23:23,KYN,6:25,KYN,7:02,1:17,1:20,2025-07-23T05:38:16.053Z
ML89A-721,721,mainline,14:08,KYN,21:19,KYN,7:11,3:01,0:28,2025-07-23T05:38:16.053Z
ML89A-722,722,mainline,18:27,KYN,0:19,THK,5:52,3:08,0:00,2025-07-23T05:38:16.053Z
ML89A-723,723,mainline,6:31,THK,11:39,KYN,5:08,2:41,0:16,2025-07-23T05:38:16.053Z
ML89A-724,724,mainline,6:59,KYN,12:54,KYN,5:55,2:09,0:32,2025-07-23T05:38:16.053Z
ML89A-725,725,mainline,10:49,KYN,17:52,KYN,7:03,2:40,0:37,2025-07-23T05:38:16.053Z
ML89A-726,726,mainline,18:16,KYN,0:44,VGI,6:28,2:59,0:09,2025-07-23T05:38:16.053Z
ML89A-727,727,mainline,7:22,VGI,12:39,KYN,5:17,3:05,0:00,2025-07-23T05:38:16.053Z
ML89A-728,728,mainline,7:22,KYN,15:09,KYN,7:47,4:42,0:00,2025-07-23T05:38:16.053Z
ML89A-729,729,mainline,11:01,KYN,16:49,KYN,5:48,2:55,0:00,2025-07-23T05:38:16.053Z
ML89A-730,730,mainline,14:55,KYN,21:42,KYN,6:47,3:15,0:00,2025-07-23T05:38:16.053Z
ML89A-731,731,mainline,4:13,KYN,8:47,KYN,4:34,2:31,0:00,2025-07-23T05:38:16.053Z
ML89A-732,732,mainline,8:27,KYN,15:29,KYN,7:02,3:16,0:00,2025-07-23T05:38:16.053Z
ML89A-733,733,mainline,8:38,KYN,15:13,KYN,6:35,3:23,0:00,2025-07-23T05:38:16.053Z
ML89A-734,734,mainline,15:25,KYN,23:25,KYN,8:00,0:00,0:00,2025-07-23T05:38:16.053Z
ML89A-735,735,mainline,5:26,KYN,9:01,KYN,3:35,1:43,0:00,2025-07-23T05:38:16.053Z
ML89A-736,736,mainline,13:05,KYN,19:13,KYN,6:08,2:57,0:15,2025-07-23T05:38:16.053Z
ML89A-737,737,mainline,16:49,KYN,22:28,TNA,5:39,2:31,0:00,2025-07-23T05:38:16.053Z
ML89A-738,738,mainline,5:06,TNA,8:02,KYN,2:56,1:49,0:00,2025-07-23T05:38:16.053Z
ML89A-739,739,mainline,0:23,KYN,6:56,KYN,6:33,1:41,0:00,2025-07-23T05:38:16.053Z
ML89A-740,740,mainline,23:26,KYN,7:37,KYN,8:11,2:21,0:00,2025-07-23T05:38:16.053Z
ML89A-741,741,mainline,13:49,KYN,20:44,KYN,6:55,3:54,0:13,2025-07-23T05:38:16.053Z
ML89A-742,742,mainline,15:02,KYN,22:29,KYN,7:27,3:16,0:09,2025-07-23T05:38:16.053Z
ML89A-743,743,mainline,4:30,KYN,10:30,KYN,6:00,0:00,0:00,2025-07-23T05:38:16.054Z
ML89A-744,744,mainline,8:11,KYN,15:08,KYN,6:57,3:00,1:03,2025-07-23T05:38:16.054Z
ML89A-745,745,mainline,9:23,KYN,15:40,KYN,6:17,3:04,0:00,2025-07-23T05:38:16.054Z
ML89A-746,746,mainline,15:43,KYN,23:21,THK,7:38,2:59,0:18,2025-07-23T05:38:16.054Z
ML89A-747,747,mainline,5:22,THK,10:27,KYN,5:05,2:37,0:00,2025-07-23T05:38:16.054Z
ML89A-748,748,mainline,7:57,KYN,14:39,KYN,6:42,3:47,0:00,2025-07-23T05:38:16.054Z
ML89A-749,749,mainline,11:00,KYN,19:00,KYN,8:00,0:00,0:00,2025-07-23T05:38:16.054Z
ML89A-750,750,mainline,19:04,KYN,0:36,KYN,5:32,3:27,0:00,2025-07-23T05:38:16.054Z
ML89A-751,751,mainline,6:37,KYN,11:37,KYN,5:00,2:25,0:06,2025-07-23T05:38:16.054Z
ML89A-752,752,mainline,6:34,KYN,14:16,KYN,7:42,2:22,0:37,2025-07-23T05:38:16.054Z
ML89A-753,753,mainline,10:20,KYN,16:29,KYN,6:09,3:25,0:00,2025-07-23T05:38:16.054Z
ML89A-754,754,mainline,15:13,KYN,23:11,KYN,7:58,3:44,0:00,2025-07-23T05:38:16.054Z
ML89A-755,755,mainline,5:13,KYN,8:51,KYN,3:38,2:27,0:00,2025-07-23T05:38:16.054Z
ML89A-756,756,mainline,10:12,KYN,16:33,KYN,6:21,3:10,0:00,2025-07-23T05:38:16.054Z
ML89A-757,757,mainline,16:03,KYN,22:30,CSMT,6:27,3:20,0:00,2025-07-23T05:38:16.054Z
ML89A-758,758,mainline,4:46,CSMT,7:44,KYN,2:58,1:42,0:12,2025-07-23T05:38:16.054Z
ML89A-759,759,mainline,23:46,KYN,6:25,KYN,6:39,1:17,1:20,2025-07-23T05:38:16.054Z
ML89A-760,760,mainline,22:25,KYN,6:38,KYN,8:13,2:22,0:00,2025-07-23T05:38:16.054Z
ML89A-761,761,mainline,14:12,KYN,21:11,KYN,6:59,4:33,0:00,2025-07-23T05:38:16.054Z
ML89A-762,762,mainline,16:52,KYN,0:21,CSMT,7:29,3:48,0:15,2025-07-23T05:38:16.054Z
ML89A-763,763,mainline,6:26,CSMT,9:45,KYN,3:19,1:45,0:15,2025-07-23T05:38:16.054Z
ML89A-764,764,mainline,9:58,KYN,16:25,KYN,6:27,3:31,0:00,2025-07-23T05:38:16.054Z
ML89A-765,765,mainline,13:00,KYN,21:00,KYN,8:00,0:00,0:00,2025-07-23T05:38:16.054Z
ML89A-766,766,mainline,17:59,KYN,1:18,VGI,7:19,3:50,0:15,2025-07-23T05:38:16.054Z
ML89A-767,767,mainline,8:04,VGI,10:51,KYN,2:47,1:02,0:00,2025-07-23T05:38:16.054Z
ML89A-768,768,mainline,7:42,KYN,14:07,KYN,6:25,2:15,0:00,2025-07-23T05:38:16.054Z
ML89A-769,769,mainline,11:49,KYN,17:42,KYN,5:53,3:03,0:00,2025-07-23T05:38:16.054Z
ML89A-770,770,mainline,18:33,KYN,0:44,THK,6:11,2:51,0:18,2025-07-23T05:38:16.054Z
ML89A-771,771,mainline,7:16,THK,11:19,KYN,4:03,1:52,0:33,2025-07-23T05:38:16.054Z
ML89A-772,772,mainline,8:48,KYN,16:39,KYN,7:51,2:51,0:00,2025-07-23T05:38:16.054Z
ML89A-773,773,mainline,17:59,KYN,0:25,THK,6:26,3:05,0:00,2025-07-23T05:38:16.054Z
ML89A-774,774,mainline,7:03,THK,12:33,KYN,5:30,2:35,0:33,2025-07-23T05:38:16.054Z
ML89A-775,775,mainline,6:57,KYN,14:48,KYN,7:51,3:34,0:15,2025-07-23T05:38:16.054Z
ML89A-776,776,mainline,15:59,KYN,22:49,KYN,6:50,3:52,0:00,2025-07-23T05:38:16.054Z
ML89A-777,777,mainline,15:56,KYN,21:56,KCS,6:00,2:13,0:16,2025-07-23T05:38:16.054Z
ML89A-778,778,mainline,4:30,KCS,7:17,KYN,2:47,1:08,0:00,2025-07-23T05:38:16.054Z
ML89A-779,779,mainline,23:17,KYN,6:58,KYN,7:41,2:55,0:00,2025-07-23T05:38:16.054Z
ML89A-780,780,mainline,23:00,KYN,7:00,KYN,8:00,0:00,0:00,2025-07-23T05:38:16.054Z
ML89A-781,781,mainline,14:25,KYN,21:55,KYN,7:30,3:06,0:00,2025-07-23T05:38:16.054Z
ML89A-782,782,mainline,17:37,KYN,23:45,KYN,6:08,3:02,0:00,2025-07-23T05:38:16.054Z
ML89A-783,783,mainline,6:01,KYN,9:47,KYN,3:46,2:22,0:00,2025-07-23T05:38:16.054Z
ML89A-784,784,mainline,7:16,KYN,14:32,KYN,7:16,3:56,0:00,2025-07-23T05:38:16.054Z
ML89A-785,785,mainline,9:08,KYN,15:32,KYN,6:24,3:02,0:00,2025-07-23T05:38:16.054Z
ML89A-786,786,mainline,17:18,KYN,23:18,KYN,6:00,2:11,0:40,2025-07-23T05:38:16.054Z
ML89A-787,787,mainline,5:18,KYN,9:32,KYN,4:14,1:41,0:50,2025-07-23T05:38:16.054Z
ML89A-788,788,mainline,9:40,KYN,16:23,KYN,6:43,3:38,0:00,2025-07-23T05:38:16.054Z
ML89A-789,789,mainline,9:27,KYN,16:06,KYN,6:39,2:47,0:15,2025-07-23T05:38:16.054Z
ML89A-790,790,mainline,18:37,KYN,0:51,ABH,6:14,2:59,0:15,2025-07-23T05:38:16.054Z
ML89A-791,791,mainline,7:16,ABH,12:16,KYN,5:00,2:09,0:14,2025-07-23T05:38:16.054Z
ML89A-792,792,mainline,10:41,KYN,17:12,KYN,6:31,2:39,0:19,2025-07-23T05:38:16.054Z
ML89A-793,793,mainline,11:38,KYN,19:03,KYN,7:25,3:18,0:00,2025-07-23T05:38:16.054Z
ML89A-794,794,mainline,14:31,KYN,21:02,THK,6:31,2:44,0:00,2025-07-23T05:38:16.054Z
ML89A-795,795,mainline,4:20,THK,8:50,KYN,4:30,2:37,0:00,2025-07-23T05:38:16.054Z
ML89A-796,796,mainline,13:17,KYN,21:04,KYN,7:47,2:45,1:16,2025-07-23T05:38:16.054Z
ML89A-797,797,mainline,15:35,KYN,23:00,NCS,7:25,2:55,0:00,2025-07-23T05:38:16.054Z
ML89A-798,798,mainline,5:30,NCS,7:30,KYN,2:00,0:59,0:00,2025-07-23T05:38:16.054Z
ML89A-799,799,mainline,23:46,KYN,5:00,KYN,5:14,0:50,0:50,2025-07-23T05:38:16.054Z
ML89A-800,800,mainline,22:21,KYN,5:57,KYN,7:36,1:55,0:00,2025-07-23T05:38:16.054Z
ML89A-801,801,mainline,15:16,KYN,21:47,KYN,6:31,2:49,0:09,2025-07-23T05:38:16.054Z
ML89A-802,802,mainline,17:50,KYN,0:15,KCS,6:25,3:00,0:15,2025-07-23T05:38:16.054Z
ML89A-803,803,mainline,6:15,KCS,11:15,KYN,5:00,2:25,0:00,2025-07-23T05:38:16.054Z
ML89A-804,804,mainline,6:34,KYN,13:25,KYN,6:51,2:31,0:28,2025-07-23T05:38:16.054Z
ML89A-805,805,mainline,10:55,KYN,17:42,KYN,6:47,3:27,0:00,2025-07-23T05:38:16.054Z
ML89A-806,806,mainline,13:20,KYN,21:10,KYN,7:50,2:50,0:43,2025-07-23T05:38:16.054Z
ML89A-807,807,mainline,14:42,KYN,21:47,TNA,7:05,2:44,0:00,2025-07-23T05:38:16.054Z
ML89A-808,808,mainline,4:20,TNA,8:25,KYN,4:05,2:15,0:00,2025-07-23T05:38:16.054Z
ML89A-809,809,mainline,6:46,KYN,13:50,KYN,7:04,3:30,0:00,2025-07-23T05:38:16.054Z
ML89A-810,810,mainline,15:23,KYN,23:09,KYN,7:46,3:31,0:48,2025-07-23T05:38:16.054Z
ML89A-811,811,mainline,17:46,KYN,0:40,KCS,6:54,3:23,0:00,2025-07-23T05:38:16.054Z
ML89A-812,812,mainline,7:25,KCS,12:25,KYN,5:00,2:01,0:15,2025-07-23T05:38:16.054Z
ML89A-813,813,mainline,7:39,KYN,14:08,KYN,6:29,3:51,0:00,2025-07-23T05:38:16.054Z
ML89A-814,814,mainline,16:23,KYN,23:08,THK,6:45,2:59,0:25,2025-07-23T05:38:16.054Z
ML89A-815,815,mainline,5:09,THK,10:17,KYN,5:08,2:39,0:00,2025-07-23T05:38:16.054Z
ML89A-816,816,mainline,12:05,KYN,20:03,KYN,7:58,3:07,1:21,2025-07-23T05:38:16.054Z
ML89A-817,817,mainline,15:02,KYN,21:27,VGI,6:25,2:41,0:38,2025-07-23T05:38:16.054Z
ML89A-818,818,mainline,5:26,VGI,6:50,KYN,1:24,0:30,0:00,2025-07-23T05:38:16.054Z
ML89A-819,819,mainline,22:55,KYN,5:58,KYN,7:03,1:05,0:00,2025-07-23T05:38:16.054Z
ML89A-820,820,mainline,22:28,KYN,6:26,KYN,7:58,2:20,0:00,2025-07-23T05:38:16.054Z
ML89A-821,821,mainline,12:57,KYN,20:50,KYN,7:53,3:00,1:05,2025-07-23T05:38:16.054Z
ML89A-822,822,mainline,16:22,KYN,22:58,ABH,6:36,2:57,0:16,2025-07-23T05:38:16.054Z
ML89A-823,823,mainline,5:35,ABH,10:48,KYN,5:13,2:46,0:00,2025-07-23T05:38:16.054Z
ML89A-824,824,mainline,7:35,KYN,15:00,KYN,7:25,2:58,1:35,2025-07-23T05:38:16.054Z
ML89A-825,825,mainline,7:26,KYN,14:48,KYN,7:22,3:04,0:24,2025-07-23T05:38:16.054Z
ML89A-826,826,mainline,16:48,KYN,23:41,KYN,6:53,3:30,0:06,2025-07-23T05:38:16.054Z
ML89A-827,827,mainline,5:41,KYN,10:13,KYN,4:32,2:33,0:00,2025-07-23T05:38:16.054Z
ML89A-828,828,mainline,7:08,KYN,13:52,KYN,6:44,2:52,0:16,2025-07-23T05:38:16.054Z
ML89A-829,829,mainline,9:00,KYN,17:00,KYN,8:00,0:00,0:00,2025-07-23T05:38:16.054Z
ML89A-830,830,mainline,15:39,KYN,22:55,KCS,7:16,3:30,1:00,2025-07-23T05:38:16.054Z
ML89A-831,831,mainline,4:57,KCS,9:03,KYN,4:06,2:00,0:00,2025-07-23T05:38:16.054Z
ML89A-832,832,mainline,11:30,KYN,17:39,KYN,6:09,3:17,0:16,2025-07-23T05:38:16.054Z
ML89A-833,833,mainline,12:53,KYN,19:47,KYN,6:54,3:09,0:10,2025-07-23T05:38:16.054Z
ML89A-834,834,mainline,15:00,KYN,23:00,KYN,8:00,0:00,0:00,2025-07-23T05:38:16.054Z
ML89A-835,835,mainline,5:08,KYN,9:34,KYN,4:26,2:30,0:00,2025-07-23T05:38:16.054Z
ML89A-836,836,mainline,8:01,KYN,13:55,KYN,5:54,2:12,0:00,2025-07-23T05:38:16.054Z
ML89A-837,837,mainline,14:39,KYN,22:22,KHPI,7:43,3:03,0:25,2025-07-23T05:38:16.054Z
ML89A-838,838,mainline,4:30,KHPI,6:55,KYN,2:25,0:25,0:50,2025-07-23T05:38:16.054Z
ML89A-839,839,mainline,23:01,KYN,6:51,KYN,7:50,2:56,0:00,2025-07-23T05:38:16.054Z
ML89A-840,840,mainline,23:12,KYN,7:02,KYN,7:50,1:54,0:00,2025-07-23T05:38:16.054Z
ML89A-841,841,mainline,14:30,KYN,22:30,KYN,8:00,0:00,0:00,2025-07-23T05:38:16.054Z
ML89A-842,842,mainline,16:54,KYN,23:21,KYN,6:27,3:54,0:00,2025-07-23T05:38:16.054Z
ML89A-843,843,mainline,5:24,KYN,10:33,KYN,5:09,2:34,0:00,2025-07-23T05:38:16.054Z
ML89A-844,844,mainline,6:27,KYN,14:23,KYN,7:56,2:07,1:04,2025-07-23T05:38:16.054Z
ML89A-845,845,mainline,15:12,KYN,23:11,KJT,7:59,2:56,0:27,2025-07-23T05:38:16.054Z
ML89A-846,846,mainline,5:13,KJT,7:49,KYN,2:36,1:41,0:00,2025-07-23T05:38:16.054Z
ML89A-847,847,mainline,11:42,KYN,19:36,KYN,7:54,2:32,0:51,2025-07-23T05:38:16.054Z
ML89A-848,848,mainline,16:03,KYN,23:59,CSMT,7:56,4:04,0:00,2025-07-23T05:38:16.054Z
ML89A-849,849,mainline,6:07,CSMT,8:29,KYN,2:22,1:29,0:00,2025-07-23T05:38:16.054Z
ML89A-850,850,mainline,21:05,KYN,4:00,KYN,6:55,2:56,0:00,2025-07-23T05:38:16.054Z
ML89A-851,851,mainline,22:17,KYN,6:03,KYN,7:46,2:55,0:00,2025-07-23T05:38:16.054Z
ML89A-852,852,mainline,22:28,KYN,5:18,KYN,6:50,1:10,1:10,2025-07-23T05:38:16.054Z
ML89A-853,853,mainline,22:30,KYN,6:30,KYN,8:00,2:34,0:00,2025-07-23T05:38:16.054Z
ML89A-854,854,mainline,21:56,KYN,5:00,KYN,7:04,0:51,0:51,2025-07-23T05:38:16.054Z
ML89A-855,855,mainline,5:36,KYN,11:17,KYN,5:41,2:54,0:00,2025-07-23T05:38:16.054Z
ML89A-856,856,mainline,5:48,KYN,11:48,KYN,6:00,2:47,0:25,2025-07-23T05:38:16.054Z
ML89A-857,857,mainline,5:57,KYN,12:09,KYN,6:12,3:28,0:00,2025-07-23T05:38:16.054Z
ML89A-858,858,mainline,6:12,KYN,11:31,KYN,5:19,2:17,0:16,2025-07-23T05:38:16.054Z
ML89A-859,859,mainline,6:27,KYN,11:37,KYN,5:10,3:00,0:00,2025-07-23T05:38:16.054Z
ML89A-860,860,mainline,6:51,KYN,13:03,KYN,6:12,2:02,1:28,2025-07-23T05:38:16.054Z
ML89A-861,861,mainline,7:16,KYN,13:08,KYN,5:52,2:56,0:20,2025-07-23T05:38:16.054Z
ML89A-862,862,mainline,8:00,KYN,15:00,KYN,7:00,2:31,0:50,2025-07-23T05:38:16.054Z
ML89A-863,863,mainline,10:27,KYN,15:52,KYN,5:25,3:06,0:00,2025-07-23T05:38:16.054Z
ML89A-864,864,mainline,12:50,KYN,18:05,KYN,5:15,2:36,0:00,2025-07-23T05:38:16.054Z
ML89A-865,865,mainline,12:53,KYN,17:54,KYN,5:01,2:58,0:00,2025-07-23T05:38:16.054Z
ML89A-866,866,mainline,18:16,KYN,23:28,KYN,5:12,2:59,0:00,2025-07-23T05:38:16.054Z
ML89A-867,867,mainline,15:23,KYN,23:20,CSMT,7:57,2:33,0:00,2025-07-23T05:38:16.054Z
ML89A-868,868,mainline,5:21,CSMT,8:16,KYN,2:55,2:01,0:00,2025-07-23T05:38:16.054Z
ML89A-869,869,mainline,18:59,KYN,23:59,CSMT,5:00,3:29,0:00,2025-07-23T05:38:16.054Z
ML89A-870,870,mainline,6:00,CSMT,8:16,KYN,2:16,1:30,0:00,2025-07-23T05:38:16.054Z
ML89A-871,871,mainline,17:02,KYN,23:39,KSRA,6:37,3:53,0:00,2025-07-23T05:38:16.054Z
ML89A-872,872,mainline,6:22,KSRA,8:29,KYN,2:07,1:15,0:00,2025-07-23T05:38:16.054Z
ML89A-999,999,mainline,21:30,KYN,6:00,KYN,08:30,06:30,,2025-07-23T05:38:16.054Z
