detailId,detailNumber,line,signOnTime,signOnPlace,signOffTime,signOffPlace,totalDutyHours,totalWheelMovement,totalPiloting,createdAt
HB87-487,487,harbour,6:16:00,PNVL,11:31,PNVL,5:15,2:21,0:31,2025-07-23T07:35:18.529Z
HB87-488,488,harbour,6:44:00,PNVL,14:39,PNVL,7:55,2:55,1:02,2025-07-23T07:35:18.529Z
HB87-489,489,harbour,13:07:00,PNVL,19:20,PNVL,6:13,2:39,1:02,2025-07-23T07:35:18.529Z
HB87-490,490,harbour,14:34:00,PNVL,22:49,PNVL,8:15,2:52,0:45,2025-07-23T07:35:18.529Z
HB87-491,491,harbour,16:08:00,PNVL,0:03,SCS,7:55,3:45,0:30,2025-07-23T07:35:18.529Z
HB87-492,492,harbour,5:11:00,SCS,9:15,PNVL,4:04,1:45,0:22,2025-07-23T07:35:18.529Z
HB87-493,493,harbour,7:56:00,PNVL,15:24,PNVL,7:28,3:00,0:46,2025-07-23T07:35:18.529Z
HB87-494,494,harbour,8:58:00,PNVL,16:27,PNVL,7:29,3:08,0:22,2025-07-23T07:35:18.529Z
HB87-495,495,harbour,14:20:00,PNVL,22:17,PNVL,7:57,3:04,0:26,2025-07-23T07:35:18.529Z
HB87-496,496,harbour,17:27:00,PNVL,0:02,PNVL,6:35,3:06,0:23,2025-07-23T07:35:18.529Z
HB87-497,497,harbour,5:43:00,PNVL,10:54,PNVL,5:11,2:22,0:23,2025-07-23T07:35:18.529Z
HB87-498,498,harbour,7:00:00,PNVL,15:00,PNVL,8:00,0:00,0:00,2025-07-23T07:35:18.529Z
HB87-499,499,harbour,9:35:00,PNVL,16:51,PNVL,7:16,3:40,0:00,2025-07-23T07:35:18.529Z
HB87-500,500,harbour,15:44:00,PNVL,23:17,PNVL,7:33,3:09,0:52,2025-07-23T07:35:18.529Z
HB87-501,501,harbour,15:56:00,PNVL,23:32,PNVL,7:36,2:48,0:54,2025-07-23T07:35:18.529Z
HB87-502,502,harbour,4:36:00,PNVL,9:48,PNVL,5:12,1:54,0:52,2025-07-23T07:35:18.529Z
HB87-503,503,harbour,5:43:00,PNVL,13:28,PNVL,7:45,3:26,0:15,2025-07-23T07:35:18.529Z
HB87-504,504,harbour,6:07:00,PNVL,14:19,PNVL,8:12,2:50,0:38,2025-07-23T07:35:18.529Z
HB87-505,505,harbour,14:15:00,PNVL,21:52,PNVL,7:37,2:43,0:52,2025-07-23T07:35:18.529Z
HB87-506,506,harbour,16:37:00,PNVL,0:23,VSH,7:46,2:58,0:22,2025-07-23T07:35:18.529Z
HB87-507,507,harbour,6:00:00,VSH,11:05,PNVL,5:05,1:57,0:23,2025-07-23T07:35:18.529Z
HB87-508,508,harbour,6:48:00,PNVL,14:05,PNVL,7:17,2:24,0:22,2025-07-23T07:35:18.529Z
HB87-509,509,harbour,9:47:00,PNVL,17:03,PNVL,7:35,2:43,0:52,2025-07-23T07:35:18.529Z
HB87-510,510,harbour,12:34:00,PNVL,20:09,PNVL,7:16,2:30,1:14,2025-07-23T07:35:18.529Z
HB87-511,511,harbour,16:23:00,PNVL,22:44,SCS,7:21,3:04,0:00,2025-07-23T07:35:18.529Z
HB87-512,512,harbour,4:19:00,SCS,7:09,PNVL,2:50,1:33,0:00,2025-07-23T07:35:18.529Z
HB87-513,513,harbour,23:15:00,PNVL,7:15,PNVL,8:00,8:00,0:00,2025-07-23T07:35:18.529Z
HB87-514,514,harbour,13:07:00,PNVL,21:07,PNVL,8:00,2:30,1:23,2025-07-23T07:35:18.529Z
HB87-515,515,harbour,14:58:00,PNVL,23:00,SCS,8:02,2:44,0:22,2025-07-23T07:35:18.529Z
HB87-516,516,harbour,4:25:00,SCS,8:34,PNVL,4:09,1:45,0:22,2025-07-23T07:35:18.529Z
HB87-517,517,harbour,8:26:00,PNVL,16:43,PNVL,7:47,2:13,0:31,2025-07-23T07:35:18.529Z
HB87-518,518,harbour,8:47:00,PNVL,16:43,PNVL,7:56,2:59,0:53,2025-07-23T07:35:18.529Z
HB87-519,519,harbour,16:00:00,PNVL,23:29,PNVL,7:29,3:39,0:00,2025-07-23T07:35:18.529Z
HB87-520,520,harbour,5:59:00,PNVL,10:29,PNVL,4:30,2:39,0:00,2025-07-23T07:35:18.529Z
HB87-521,521,harbour,9:10:00,PNVL,17:07,PNVL,7:57,2:27,1:23,2025-07-23T07:35:18.529Z
HB87-522,522,harbour,10:19:00,PNVL,17:43,PNVL,7:24,0:56,0:44,2025-07-23T07:35:18.529Z
HB87-523,523,harbour,15:56:00,PNVL,22:21,TNA,6:25,2:50,0:00,2025-07-23T07:35:18.529Z
HB87-524,524,harbour,4:40:00,TNA,8:44,PNVL,4:04,1:27,0:31,2025-07-23T07:35:18.529Z
HB87-525,525,harbour,7:34:00,PNVL,15:05,PNVL,7:31,2:44,0:54,2025-07-23T07:35:18.529Z
HB87-526,526,harbour,11:00:00,PNVL,19:00,PNVL,8:00,0:00,0:00,2025-07-23T07:35:18.529Z
HB87-527,527,harbour,15:23:00,PNVL,23:08,PNVL,7:45,3:06,0:23,2025-07-23T07:35:18.529Z
HB87-528,528,harbour,4:08:00,PNVL,7:27,PNVL,3:19,1:44,0:00,2025-07-23T07:35:18.529Z
HB87-529,529,harbour,5:43:00,PNVL,12:42,PNVL,6:59,2:32,0:27,2025-07-23T07:35:18.529Z
HB87-530,530,harbour,7:13:00,PNVL,14:31,PNVL,7:18,2:52,0:53,2025-07-23T07:35:18.529Z
HB87-531,531,harbour,14:34:00,PNVL,21:57,PNVL,7:23,2:52,0:52,2025-07-23T07:35:18.529Z
HB87-532,532,harbour,15:06:00,PNVL,23:09,VSH,8:03,2:47,0:31,2025-07-23T07:35:18.529Z
HB87-533,533,harbour,4:44:00,VSH,10:00,PNVL,5:16,1:57,0:32,2025-07-23T07:35:18.529Z
HB87-534,534,harbour,6:48:00,PNVL,14:50,PNVL,8:02,2:58,1:46,2025-07-23T07:35:18.529Z
HB87-535,535,harbour,13:27:00,PNVL,20:57,PNVL,7:30,3:07,0:30,2025-07-23T07:35:18.529Z
HB87-536,536,harbour,17:07:00,PNVL,1:04,SCS,7:57,3:05,0:00,2025-07-23T07:35:18.529Z
HB87-537,537,harbour,6:36:00,SCS,10:29,PNVL,4:08,1:49,0:22,2025-07-23T07:35:18.529Z
HB87-538,538,harbour,14:00:00,PNVL,22:00,PNVL,8:00,0:00,0:00,2025-07-23T07:35:18.529Z
HB87-539,539,harbour,21:53:00,PNVL,4:00,PNVL,6:37,2:40,0:00,2025-07-23T07:35:18.529Z
HB87-540,540,harbour,13:27:00,PNVL,21:06,PNVL,7:39,2:21,0:30,2025-07-23T07:35:18.529Z
HB87-541,541,harbour,6:44:00,PNVL,14:27,PNVL,7:43,3:14,1:36,2025-07-23T07:35:18.529Z
HB87-542,542,harbour,22:52:00,PNVL,6:52,PNVL,8:00,1:20,1:20,2025-07-23T07:35:18.529Z
HB87-543,543,harbour,21:45:00,PNVL,4:30,PNVL,6:15,1:44,0:00,2025-07-23T07:35:18.529Z
HB87-544,544,harbour,9:18:00,PNVL,15:10,PNVL,5:52,2:44,0:00,2025-07-23T07:35:18.529Z
HB87-545,545,harbour,19:25:00,PNVL,1:09,PNVL,5:44,2:20,0:22,2025-07-23T07:35:18.529Z
HB87-546,546,harbour,6:27:00,PNVL,12:12,PNVL,5:45,2:39,0:00,2025-07-23T07:35:18.529Z
HB87-547,547,harbour,12:49:00,PNVL,19:01,PNVL,6:12,1:22,0:30,2025-07-23T07:35:18.529Z
HB87-548,548,harbour,15:06:00,PNVL,23:21,BEPR,8:15,2:44,0:15,2025-07-23T07:35:18.529Z
HB87-549,549,harbour,5:15:00,BEPR,11:05,PNVL,5:50,2:44,0:15,2025-07-23T07:35:18.529Z
HB87-550,550,harbour,15:40:00,PNVL,22:23,URAN,6:43,2:09,0:22,2025-07-23T07:35:18.529Z
HB87-551,551,harbour,5:20:00,URAN,10:21,PNVL,5:01,2:07,0:15,2025-07-23T07:35:18.529Z
HB87-552,552,harbour,10:00:00,PNVL,14:38,PEN,8:10,3:10,1:20,2025-07-23T07:35:18.529Z
HB87-553,553,harbour,14:18:00,PNVL,20:55,PNVL,6:37,2:42,0:40,2025-07-23T07:35:18.529Z
HB87-554,554,harbour,7:10:00,PNVL,12:15,PNVL,5:05,1:25,1:30,2025-07-23T07:35:18.529Z
HB87-555,555,harbour,7:10:00,PNVL,15:03,PNVL,7:53,2:26,0:50,2025-07-23T07:35:18.529Z
HB87-556,556,harbour,21:05:00,PNVL,6:15,PNVL,,,0:00,2025-07-23T07:35:18.529Z
